id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1.21284E+18,1.21284E+18,1.578E+12,1/2/20,15:41:09,EDT,216776631,berniesanders,Bernie Sanders,,"Australians can't ""stay safe and have fun,"" because their homes are on fire.

Fossil fuel companies like @exxonmobil created the climate crisis and made wildfires worse.

When we pass a Green New Deal we'll hold fossil fuel executives accountable for the destruction they caused. https://twitter.com/exxonmobil_aus/status/1212129043023183872 …",['exxonmobil'],['https://twitter.com/exxonmobil_aus/status/1212129043023183872'],[],872,7292,32025,[],[],https://twitter.com/BernieSanders/status/1212836246017511425,FALSE,https://twitter.com/exxonmobil_aus/status/1212129043023183872,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}, {'user_id': '36665547', 'username': 'exxonmobil'}]",,,,
1.21285E+18,1.21285E+18,1.578E+12,1/2/20,16:19:22,EDT,216776631,berniesanders,Bernie Sanders,,"The way we win is person-to-person contact, knocking on doors and making the case for people to get out to vote. Join us now from our Grinnell, IA canvass launch and sign up to get involved at  http://berniesanders.com/volunteer  https://www.pscp.tv/w/cN5V2jMyNzU3OTl8MU93R1dkenZFd21KUemjL64V4gqtPupXbsWo7q4SLPxvLBQLFz_L9kdRR37d …",[],"['http://berniesanders.com/volunteer', 'https://www.pscp.tv/w/cN5V2jMyNzU3OTl8MU93R1dkenZFd21KUemjL64V4gqtPupXbsWo7q4SLPxvLBQLFz_L9kdRR37d']",[],70,461,1839,[],[],https://twitter.com/BernieSanders/status/1212845864135184384,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21285E+18,1.21285E+18,1.578E+12,1/2/20,16:21:35,EDT,216776631,berniesanders,Bernie Sanders,,Ours is the only campaign in this Democratic primary with more donations than Donald Trump.,[],[],[],570,2712,23446,[],[],https://twitter.com/BernieSanders/status/1212846422871154702,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21285E+18,1.21285E+18,1.578E+12,1/2/20,16:44:45,EDT,216776631,berniesanders,Bernie Sanders,,".@JumaaneWilliams is truly an advocate for the people. He and I share a common cause—to change the systems that make it harder and harder for working families to get by. I am grateful to have his support, and the grassroots support of so many New Yorkers. https://twitter.com/JumaaneWilliams/status/1212845445258584089 …",['jumaanewilliams'],['https://twitter.com/JumaaneWilliams/status/1212845445258584089'],[],65,519,2863,[],[],https://twitter.com/BernieSanders/status/1212852251909349377,FALSE,https://twitter.com/JumaaneWilliams/status/1212845445258584089,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}, {'user_id': '357092583', 'username': 'JumaaneWilliams'}]",,,,
1.21287E+18,1.21287E+18,1.57801E+12,1/2/20,17:52:58,EDT,216776631,berniesanders,Bernie Sanders,,"""It's critically important to have someone like Bernie Sanders in office after we get rid of #45, because we have to have someone in there who's not just going to heal and unite, but is dramatically going to change the systems that are in place."" –@JumaaneWilliams pic.twitter.com/5VUJu6WNzm",['jumaanewilliams'],[],[],278,916,3988,[],[],https://twitter.com/BernieSanders/status/1212869421062086657,FALSE,,1,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}, {'user_id': '357092583', 'username': 'JumaaneWilliams'}]",,,,
1.21288E+18,1.21288E+18,1.57801E+12,1/2/20,18:30:02,EDT,216776631,berniesanders,Bernie Sanders,,"A president of the United States, I will not only be commander-in-chief.

I will also be the organizer-in-chief.

When millions of people stand up for education, for health care, to fight climate change, we can create the kind of movement that will transform this country.",[],[],[],913,3208,25897,[],[],https://twitter.com/BernieSanders/status/1212878750225981441,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.2129E+18,1.2129E+18,1.57801E+12,1/2/20,19:54:06,EDT,216776631,berniesanders,Bernie Sanders,,"Trump cree que puede ganar su reelección al dividirnos. Está equivocado. Lo venceremos porque estamos uniendo a nuestra gente. Únete a nosotros en vivo desde nuestra reunión política en Muscatine, Iowa: https://www.pscp.tv/w/cN6ILTMyNzU3OTl8MWxEeExvTG1FQXpKbf0p368dvuhYhelLA5cR4re2uCTVnVG6edcl1p4qJkQ3 …",[],['https://www.pscp.tv/w/cN6ILTMyNzU3OTl8MWxEeExvTG1FQXpKbf0p368dvuhYhelLA5cR4re2uCTVnVG6edcl1p4qJkQ3'],[],181,668,2746,[],[],https://twitter.com/BernieSanders/status/1212899902692323328,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21294E+18,1.21294E+18,1.57802E+12,1/2/20,22:27:05,EDT,216776631,berniesanders,Bernie Sanders,,NOW: Campaign Manager @fshakir is live in Iowa to kick off the new year with an update for supporters on our path to victory. https://www.pscp.tv/w/cN6sCTMyNzU3OTl8MW1ueGV6ZGpBa1FLWE4lw9oMbbTiQmngCdHEiBVjCylUCxulBVZOZsHKYRFa …,['fshakir'],['https://www.pscp.tv/w/cN6sCTMyNzU3OTl8MW1ueGV6ZGpBa1FLWE4lw9oMbbTiQmngCdHEiBVjCylUCxulBVZOZsHKYRFa'],[],150,388,1730,[],[],https://twitter.com/BernieSanders/status/1212938403290869760,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}, {'user_id': '7868832', 'username': 'fshakir'}]",,,,
1.21296E+18,1.21296E+18,1.57803E+12,1/2/20,23:50:20,EDT,216776631,berniesanders,Bernie Sanders,,"When I voted against the war in Iraq in 2002, I feared it would lead to greater destabilization of the region. That fear unfortunately turned out to be true.

The U.S. has lost approximately 4,500 brave troops, tens of thousands have been wounded, and we’ve spent trillions.",[],[],[],1540,17826,109819,[],[],https://twitter.com/BernieSanders/status/1212959356599357441,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21296E+18,1.21296E+18,1.57803E+12,1/2/20,23:50:21,EDT,216776631,berniesanders,Bernie Sanders,,"Trump's dangerous escalation brings us closer to another disastrous war in the Middle East that could cost countless lives and trillions more dollars. 

Trump promised to end endless wars, but this action puts us on the path to another one.",[],[],[],2332,16420,71585,[],[],https://twitter.com/BernieSanders/status/1212959357425651713,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21314E+18,1.21314E+18,1.57807E+12,1/3/20,11:29:41,EDT,216776631,berniesanders,Bernie Sanders,,I'll be addressing Trump's dangerous escalation in the Middle East at 1 p.m. ET/12 p.m. CT. Tune in here: https://www.youtube.com/watch?v=Sz0DfIdNfM4&feature=youtu.be …,[],['https://www.youtube.com/watch?v=Sz0DfIdNfM4&feature=youtu.be'],[],616,2063,9177,[],[],https://twitter.com/BernieSanders/status/1213135350052401152,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21316E+18,1.21316E+18,1.57808E+12,1/3/20,13:19:14,EDT,216776631,berniesanders,Bernie Sanders,,"The American people do not want endless war! We cannot allow Trump to drag us into war with Iran. We must prevent what would be an unmitigated disaster. Live town hall in Anamosa, Iowa: https://www.pscp.tv/w/cN99IjMyNzU3OTl8MVJER2xOZ215a054TB-cGw9x6V4l1DarbDmlfGtUhI0uW1NFAijEzlL3o7Fl …",[],['https://www.pscp.tv/w/cN99IjMyNzU3OTl8MVJER2xOZ215a054TB-cGw9x6V4l1DarbDmlfGtUhI0uW1NFAijEzlL3o7Fl'],[],477,3050,12273,[],[],https://twitter.com/BernieSanders/status/1213162921884143616,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21317E+18,1.21317E+18,1.57808E+12,1/3/20,13:43:28,EDT,216776631,berniesanders,Bernie Sanders,,"Let me repeat a warning I gave in 2002: “War must be the last recourse in our international relations. And as a caring nation, we must do everything we can to prevent the horrible suffering that a war will cause.”",[],[],[],570,8717,47333,[],[],https://twitter.com/BernieSanders/status/1213169020372996096,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21317E+18,1.21317E+18,1.57808E+12,1/3/20,13:56:00,EDT,216776631,berniesanders,Bernie Sanders,,"As the former chair of the Senate Committee on Veterans Affairs, I have seen up close the pain, death, and despair caused by war. And I know that it is rarely the children of the billionaire class who face the agony of reckless foreign policy.",[],[],[],396,4322,23396,[],[],https://twitter.com/BernieSanders/status/1213172174086975490,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21318E+18,1.21318E+18,1.57808E+12,1/3/20,14:29:01,EDT,216776631,berniesanders,Bernie Sanders,,"We must do more than just stop war with Iran.

We must firmly commit to ending U.S. military presence in the Middle East in an orderly manner.

We must end our involvement in the Saudi-led intervention in Yemen.

We must bring our troops home from Afghanistan.",[],[],[],2828,26551,144281,[],[],https://twitter.com/BernieSanders/status/1213180483091210240,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.2132E+18,1.2132E+18,1.57808E+12,1/3/20,15:30:42,EDT,216776631,berniesanders,Bernie Sanders,,"We must get our priorities right. We must invest in the needs of America, not spend trillions more on endless wars.",[],[],[],662,6339,39599,[],[],https://twitter.com/BernieSanders/status/1213196007355428872,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21321E+18,1.21321E+18,1.57809E+12,1/3/20,16:18:39,EDT,216776631,berniesanders,Bernie Sanders,,"We’re just one month away from the Iowa caucus and now is the time to knock doors, make phone calls and get people involved. Join us live from our canvass launch in Waterloo, IA and sign up at  http://berniesanders.com/volunteer  https://www.pscp.tv/w/cN-nLzMyNzU3OTl8MW1yR21yYVJEd1dKeXwt82tuR7mebJ7d0EIhiQLhyQqmON7lOCo1thLQGWqr …",[],"['http://berniesanders.com/volunteer', 'https://www.pscp.tv/w/cN-nLzMyNzU3OTl8MW1yR21yYVJEd1dKeXwt82tuR7mebJ7d0EIhiQLhyQqmON7lOCo1thLQGWqr']",[],185,914,4166,[],[],https://twitter.com/BernieSanders/status/1213208074023882752,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21326E+18,1.21326E+18,1.5781E+12,1/3/20,19:47:36,EDT,216776631,berniesanders,Bernie Sanders,,"500,000 Americans are homeless today, including 30,000 veterans. 87 million are uninsured or underinsured. We must invest in the needs of the American people, not spend trillions on endless war. Join me in Decorah, Iowa: https://www.pscp.tv/w/cN_YKDMyNzU3OTl8MU9kSnJMQnBWYXZLWPUYj3WBXT7G10DkvcV5AarX9Yv2sEnuZwJ66wS_J4AJ …",[],['https://www.pscp.tv/w/cN_YKDMyNzU3OTl8MU9kSnJMQnBWYXZLWPUYj3WBXT7G10DkvcV5AarX9Yv2sEnuZwJ66wS_J4AJ'],[],363,2067,7972,[],[],https://twitter.com/BernieSanders/status/1213260657400827905,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21329E+18,1.21329E+18,1.57811E+12,1/3/20,21:41:47,EDT,216776631,berniesanders,Bernie Sanders,,"I’ve gone to too many funerals in my own state. I’ve talked to too many mothers who’ve lost their kids in war. I’ve talked to too many soldiers who’ve come home with PTSD, who have come home without arms and without legs. pic.twitter.com/b2AYbYPtRd",[],[],[],817,8497,30667,[],[],https://twitter.com/BernieSanders/status/1213289390857953280,FALSE,,1,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21347E+18,1.21347E+18,1.57815E+12,1/4/20,9:36:27,EDT,216776631,berniesanders,Bernie Sanders,,"War and violence have got to be the last response, not the first response. pic.twitter.com/xAd48XYro1",[],[],[],414,1930,9511,[],[],https://twitter.com/BernieSanders/status/1213469243632689152,FALSE,,1,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21349E+18,1.21349E+18,1.57815E+12,1/4/20,10:53:57,EDT,216776631,berniesanders,Bernie Sanders,,"Trump makes decisions impulsively, without explanation or congressional consultation. I believe strongly that a key step in ending our endless wars is for Congress to reassert its constitutional authority over matters of war.",[],[],[],811,3533,22664,[],[],https://twitter.com/BernieSanders/status/1213488748584943616,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21352E+18,1.21352E+18,1.57816E+12,1/4/20,13:17:03,EDT,216776631,berniesanders,Bernie Sanders,,"Our campaign is about lifting up working people everywhere and ending the greed of the billionaire class. We're building the movement that is powerful enough to do that. Join us live in Dubuque, Iowa: https://www.pscp.tv/w/cODOHzMyNzU3OTl8MUx5R0JMb2FxTGF4TsmzDx9DWFlmjoRhfxQSYszq94zYkJnwgQL9PNQvf96D …",[],['https://www.pscp.tv/w/cODOHzMyNzU3OTl8MUx5R0JMb2FxTGF4TsmzDx9DWFlmjoRhfxQSYszq94zYkJnwgQL9PNQvf96D'],[],291,857,3315,[],[],https://twitter.com/BernieSanders/status/1213524759104782336,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21353E+18,1.21353E+18,1.57816E+12,1/4/20,13:48:34,EDT,216776631,berniesanders,Bernie Sanders,,"When I return to Washington next week along with the U.S. Senate, I believe the first course of action is for the Congress to take immediate steps to restrain President Trump from plunging our nation into yet another endless war. pic.twitter.com/dSDeFMmEYT",[],[],[],455,1872,7690,[],[],https://twitter.com/BernieSanders/status/1213532691066433539,FALSE,,1,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21354E+18,1.21354E+18,1.57817E+12,1/4/20,14:35:00,EDT,216776631,berniesanders,Bernie Sanders,,"This country needs a whole lot of things, but one thing that we do not need is another war. We’ve got enough of those.",[],[],[],602,6424,40333,[],[],https://twitter.com/BernieSanders/status/1213544375126392833,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21355E+18,1.21355E+18,1.57817E+12,1/4/20,14:38:06,EDT,216776631,berniesanders,Bernie Sanders,,I’m 78. I plead guilty. But there is an advantage—you can check my record going back a long way. And I have stood up and fought for working families my entire life. pic.twitter.com/qE60vL8zSN,[],[],[],1085,4408,24915,[],[],https://twitter.com/BernieSanders/status/1213545156248518660,FALSE,,1,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21356E+18,1.21356E+18,1.57817E+12,1/4/20,15:26:00,EDT,216776631,berniesanders,Bernie Sanders,,"I apologize to nobody for my working class roots.

I apologize to nobody that I'm the son of an immigrant.

I apologize to nobody that, as president, our administration will take on the greed and corruption of the corporate elite.",[],[],[],3157,7603,63485,[],[],https://twitter.com/BernieSanders/status/1213557209495244800,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21357E+18,1.21357E+18,1.57817E+12,1/4/20,16:05:00,EDT,216776631,berniesanders,Bernie Sanders,,"I want every kid in America to understand that if they want to, they will be able to go to college or trade school regardless of their income.",[],[],[],454,2526,18971,[],[],https://twitter.com/BernieSanders/status/1213567024309387268,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21358E+18,1.21358E+18,1.57817E+12,1/4/20,16:46:40,EDT,216776631,berniesanders,Bernie Sanders,,"I cannot win the fight to restore democracy and defeat powerful special interests alone. That is why our campaign is building a multiracial, working-class movement based on human solidarity. Join us live in Iowa: https://www.pscp.tv/w/cOD_QDMyNzU3OTl8MXZPeHdheXlPdkRHQi1SBIQUlYxyr1YMWnmvPwbWW0e8PjgpR0lyikE9uYnC …",[],['https://www.pscp.tv/w/cOD_QDMyNzU3OTl8MXZPeHdheXlPdkRHQi1SBIQUlYxyr1YMWnmvPwbWW0e8PjgpR0lyikE9uYnC'],[],546,1811,7755,[],[],https://twitter.com/BernieSanders/status/1213577510698356736,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21359E+18,1.21359E+18,1.57818E+12,1/4/20,17:41:19,EDT,216776631,berniesanders,Bernie Sanders,,"""It's humiliating. Honestly, Bern, it's humiliating.""

This is the richest country on Earth.

No one should be scared of taking an ambulance, or seeing a doctor, or going to the ER because they cannot afford it. pic.twitter.com/2qH2J67Km9",[],[],[],362,3139,14892,[],[],https://twitter.com/BernieSanders/status/1213591262844071944,FALSE,,1,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21363E+18,1.21363E+18,1.57819E+12,1/4/20,20:13:54,EDT,216776631,berniesanders,Bernie Sanders,,"We are going to win because believe in building a nation, economy and government that work for all of us, not just the 1% and wealthy campaign contributors. Join us in Mason City, Iowa: https://www.pscp.tv/w/cOEv0jMyNzU3OTl8MW1uR2V6ZHBicllKWOHjNab7reNjQBSfIeai2yFgeFBGnCgo-Uuwui125rR9 …",[],['https://www.pscp.tv/w/cOEv0jMyNzU3OTl8MW1uR2V6ZHBicllKWOHjNab7reNjQBSfIeai2yFgeFBGnCgo-Uuwui125rR9'],[],286,977,4689,[],[],https://twitter.com/BernieSanders/status/1213629664654061570,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21385E+18,1.21385E+18,1.57824E+12,1/5/20,10:46:04,EDT,216776631,berniesanders,Bernie Sanders,,Health insurance deductibles should not exist.,[],[],[],988,5619,45912,[],[],https://twitter.com/BernieSanders/status/1213849152939003905,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21387E+18,1.21387E+18,1.57824E+12,1/5/20,12:17:15,EDT,216776631,berniesanders,Bernie Sanders,,"This is the year we defeat Trump! The only way to beat Trump is with a massive voter turnout and a campaign that excites and energizes young people and working people. We are that campaign. Live from Boone, Iowa: https://www.pscp.tv/w/cOIRmzMyNzU3OTl8MXJteFBYa0xBUVF4TtdtKBek7kGECySYs8ACRwTzq_ZW0VFl4u_seld1q83z …",[],['https://www.pscp.tv/w/cOIRmzMyNzU3OTl8MXJteFBYa0xBUVF4TtdtKBek7kGECySYs8ACRwTzq_ZW0VFl4u_seld1q83z'],[],424,1663,8083,[],[],https://twitter.com/BernieSanders/status/1213872099644719104,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21394E+18,1.21394E+18,1.57826E+12,1/5/20,16:27:53,EDT,216776631,berniesanders,Bernie Sanders,,"It's nearly 17 years since the war in Iraq started.

4,500 American service members killed.
Tens of thousands wounded.
Hundreds of thousands of Iraqis killed.
Trillions of dollars spent.

All of that suffering. All of that death. All of those huge expenditures of money. For what?",[],[],[],3188,21655,93194,[],[],https://twitter.com/BernieSanders/status/1213935170182635520,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21396E+18,1.21396E+18,1.57826E+12,1/5/20,17:51:08,EDT,216776631,berniesanders,Bernie Sanders,,I'm proud to have opposed all of Trump’s military budgets.,[],[],[],1616,8143,79450,[],[],https://twitter.com/BernieSanders/status/1213956122777915392,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21399E+18,1.21399E+18,1.57827E+12,1/5/20,19:55:45,EDT,216776631,berniesanders,Bernie Sanders,,"The last I heard, dental care is health care. That's why we cover it as a right under Medicare for All.",[],[],[],625,3500,31347,[],[],https://twitter.com/BernieSanders/status/1213987484641775616,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.2142E+18,1.2142E+18,1.57832E+12,1/6/20,10:04:49,EDT,216776631,berniesanders,Bernie Sanders,,"""Education. Climate action. Health care access. Addressing income inequality.

There is no presidential candidate who better fits my profile of how to make our state and our nation a better place than Bernie Sanders."" –@AndruVolinsky pic.twitter.com/QbnLJOEjja",['andruvolinsky'],[],[],115,634,2719,[],[],https://twitter.com/BernieSanders/status/1214201156479725568,FALSE,,1,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}, {'user_id': '381665416', 'username': 'AndruVolinsky'}]",,,,
1.21421E+18,1.21421E+18,1.57833E+12,1/6/20,10:45:19,EDT,216776631,berniesanders,Bernie Sanders,,"More than any other campaign, our campaign is about bringing millions of people into the political process for the first time. That is the only way Trump will be defeated. https://twitter.com/ryangrim/status/1213907929998471168 …",[],['https://twitter.com/ryangrim/status/1213907929998471168'],[],200,1618,11196,[],[],https://twitter.com/BernieSanders/status/1214211349489819650,FALSE,https://twitter.com/ryangrim/status/1213907929998471168,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21423E+18,1.21423E+18,1.57833E+12,1/6/20,12:15:04,EDT,216776631,berniesanders,Bernie Sanders,,"Our average donation:
-$18

The most common occupation of our donors:
-Teachers

The most common employers of our donors:
-Walmart
-Starbucks
-Amazon
-Target
-U.S. Postal Service

This is a campaign of, by and for the working class of America.",[],[],[],846,9970,77895,[],[],https://twitter.com/BernieSanders/status/1214233936102088704,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21426E+18,1.21426E+18,1.57834E+12,1/6/20,14:00:25,EDT,216776631,berniesanders,Bernie Sanders,,"After 16 years of war in Iraq, trillions of dollars, the deaths of 4,500 U.S. troops and hundreds of thousands of Iraqis, the Iraqi government is now trying to throw us out of their country. All that suffering, all that death, all that huge expenditure of money, for what?",[],[],[],1531,8143,48458,[],[],https://twitter.com/BernieSanders/status/1214260450352881664,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1.21426E+18,1.21426E+18,1.57834E+12,1/6/20,14:00:26,EDT,216776631,berniesanders,Bernie Sanders,,I believe the House and the Senate must act quickly to advance legislation that reasserts Congress’s constitutional authority over war. We must prohibit any funding for offensive military force in or against Iran without authorization.,[],[],[],165,1107,7907,[],[],https://twitter.com/BernieSanders/status/1214260451925790720,FALSE,,0,,,,,,,"[{'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
